# Data for gold-mf-teflon phi=0.07 - Drude model
#d(nm)  D=08nm  D=10nm  D=12nm  D=14nm  D=16nm  D=18nm


100000.	6.338056166712275e-15	5.286030092691987e-15	3.722307017210875e-15	1.1391057023375176e-15	-2.43104145234571e-15	-6.740249458749571e-15
89125.0938133746	7.979139969652907e-15	6.654717611198677e-15	4.6861068944665325e-15	1.4340491153924053e-15	-3.0604998614829717e-15	-8.485471325451494e-15
79432.82347242822	1.0045142072058335e-14	8.377793109052117e-15	5.8994590518276716e-15	1.8053608731282765e-15	-3.852941048413495e-15	-1.068257548266179e-14
70794.57843841374	1.2646084619597111e-14	1.0547016639739788e-14	7.426978916185041e-15	2.272814680640163e-15	-4.850565395992721e-15	-1.3448565738532108e-14
63095.73444801929	1.5920477287310518e-14	1.3277907266384655e-14	9.350012490445176e-15	2.861304157756961e-15	-6.106500038584283e-15	-1.693074116042236e-14
56234.13251903491	2.0042693424886804e-14	1.6715894873097708e-14	1.177096832481404e-14	3.602168515072427e-15	-7.687628075696143e-15	-2.1314540287365493e-14
50118.72336272725	2.523225607338973e-14	2.1044064836622632e-14	1.4818771145532547e-14	4.534861481189633e-15	-9.678150340916165e-15	-2.6833416408474724e-14
44668.35921509626	3.1765528367688015e-14	2.6492907990268217e-14	1.865572756667302e-14	5.70905235763595e-15	-1.218406940334403e-14	-3.378126980188359e-14
39810.7170553497	3.999043088114897e-14	3.3352595101271134e-14	2.348616950919291e-14	7.187271090288726e-15	-1.5338834590935208e-14	-4.2528098996268074e-14
35481.338923357536	5.03449696648795e-14	4.1988429522275414e-14	2.9567335620829286e-14	9.048238217020222e-15	-1.9310448653830432e-14	-5.353970454169612e-14
31622.776601683796	6.338056166712337e-14	5.286030092692147e-14	3.7223070172109085e-14	1.1391057023375238e-14	-2.4310414523458272e-14	-6.740249458749303e-14
28183.82931264449	7.979139969652938e-14	6.65471761119889e-14	4.686106894466701e-14	1.434049115392394e-14	-3.060499861482972e-14	-8.485471325451565e-14
25118.864315095823	1.0045142072059226e-13	8.377793109052676e-14	5.899459051828091e-14	1.805360873129061e-14	-3.852941048412851e-14	-1.0682575482661319e-13
22387.211385683422	1.2646084619596904e-13	1.054701663973953e-13	7.426978916184869e-14	2.2728146806400793e-14	-4.8505653959927254e-14	-1.3448565738532342e-13
