# Data for gold-mf-teflon phi=0.07 - Plasma model
#d(nm)  D=08nm  D=10nm  D=12nm  D=14nm  D=16nm  D=18nm


100000.	5.2927555943973454e-15	-1.2245219606999059e-15	-5.637154798856666e-15	-1.0686890591194871e-14	-1.5974311671716364e-14	-2.1142187341567573e-14
89125.0938133746	6.663253354117775e-15	-1.5412002289563629e-15	-7.096247230441861e-15	-1.345340193901208e-14	-2.0109835088967358e-14	-2.661581222434529e-14
79432.82347242822	8.38863620092986e-15	-1.9397171645271367e-15	-8.9329253344683e-15	-1.693598745947423e-14	-2.5315889996435088e-14	-3.3506440004977735e-14
70794.57843841374	1.0560804609573217e-14	-2.4411979714241313e-15	-1.1244868846487114e-14	-2.13199555242867e-14	-3.186955670687769e-14	-4.218086245492923e-14
63095.73444801929	1.3295459250092519e-14	-3.072210941121908e-15	-1.4155013476862929e-14	-2.683855372137639e-14	-4.011961433269205e-14	-5.310079921729636e-14
56234.13251903491	1.673826545295817e-14	-3.866165771646373e-15	-1.781807556710945e-14	-3.3785364287115206e-14	-5.0505087143915756e-14	-6.684745896498341e-14
50118.72336272725	2.1072614630777334e-14	-4.8650693988416336e-15	-2.242876006213154e-14	-4.2529901919412294e-14	-6.357858551084973e-14	-8.415245261114295e-14
44668.35921509626	2.652939648693852e-14	-6.121730034874292e-15	-2.8232085144663345e-14	-5.353724021825352e-14	-8.003567976327183e-14	-1.0593670020561488e-13
39810.7170553497	3.3399303131734976e-14	-7.702522820565624e-15	-3.553636804987395e-14	-6.739270572874062e-14	-1.007518646530056e-13	-1.3335939694463905e-13
35481.338923357536	4.204832135403926e-14	-9.690858772745093e-15	-4.4729556109870464e-14	-8.48329458736485e-14	-1.2682907362287186e-13	-1.6787963672348206e-13
31622.776601683796	5.293723949257804e-14	-1.2191533855420954e-14	-5.629976213803486e-14	-1.0678501288630384e-13	-1.596542068192418e-13	-2.1133396193469534e-13
28183.82931264449	6.664620972897312e-14	-1.533617861929516e-14	-7.086108280401345e-14	-1.3441552764078573e-13	-2.009727711565023e-13	-2.66033950997472e-13
25118.864315095823	8.390567667060963e-14	-1.9290082871791098e-14	-8.918605384170898e-14	-1.6919251687566606e-13	-2.5298152788396174e-13	-3.3488901463574413e-13
22387.211385683422	1.0563532328553104e-13	-2.4260736585541974e-14	-1.1224644069256445e-13	-2.1296318206021117e-13	-3.184450445532366e-13	-4.2156090371974053e-13
19952.62314968883	1.329931138493683e-13	-3.050851050772753e-14	-1.412644948366393e-13	-2.6805169224218144e-13	-4.00842306076457e-13	-5.306581051923919e-13
17782.79410038923	1.6743705358534967e-13	-3.8360000984083355e-14	-1.7777734612744452e-13	-3.373821393469867e-13	-5.045511188616194e-13	-6.679804055428879e-13
15848.93192461114	2.1080296515843574e-13	-4.8224687201927304e-14	-2.2371787661841564e-13	-4.2463310585874257e-13	-6.350800243424197e-13	-8.408265429044112e-13
14125.375446227556	2.65402439747953e-13	-6.061569980672907e-14	-2.815162646976772e-13	-5.344319380348913e-13	-7.993599255271201e-13	-1.0583811862246705e-12
12589.254117941688	3.3414620128661257e-13	-7.617568263070552e-14	-3.542274406434998e-13	-6.725988754852171e-13	-1.0061107498174014e-12	-1.332201644674994e-12
11220.18454301963	4.206994849508191e-13	-9.570894952184558e-14	-4.456910062378569e-13	-8.46453762881921e-13	-1.2663023822114538e-12	-1.6768299371570652e-12
10000.	5.29677748894947e-13	-1.2022140152144441e-13	-5.607318034074478e-13	-1.0652012892011562e-12	-1.5937340030743595e-12	-2.110562408553789e-12
8912.509381337459	6.668932067363176e-13	-1.509699792304653e-13	-7.054113432984671e-13	-1.3404147200509792e-12	-2.005762098370557e-12	-2.6564172990181117e-12
7943.282347242822	8.396654291647429e-13	-1.8952376152974252e-13	-8.87342795426731e-13	-1.6866430803503285e-12	-2.5242150599518248e-12	-3.3433509486608435e-12
7079.457843841374	1.057212955319837e-12	-2.3783899695842715e-13	-1.116085107433105e-12	-2.1221727580572202e-12	-3.1765416491266437e-12	-4.207785982468013e-12
6309.573444801929	1.3311487509437437e-12	-2.9834928188992823e-13	-1.4036341287420814e-12	-2.6699807457255207e-12	-3.997251044690154e-12	-5.295529431849632e-12
5623.413251903491	1.676115219266951e-12	-3.7406524138545466e-13	-1.7650259754581093e-12	-3.3589190467817224e-12	-5.0297097884211725e-12	-6.664171583440512e-12
5011.872336272725	2.110628527526013e-12	-4.686514908076744e-13	-2.219046574266703e-12	-4.225154674784577e-12	-6.328352480132091e-12	-8.386054485489098e-12
4466.835921509625	2.6582885918681057e-12	-5.863713688854034e-13	-2.7889706280869354e-12	-5.3138267489590945e-12	-7.9613084892526e-12	-1.0551852767779989e-11
3981.071705534969	3.34969759041673e-12	-7.316149318123893e-13	-3.503086470505576e-12	-6.680725143959261e-12	-1.0013300380292973e-11	-1.327467332505331e-11
3548.133892335753	4.225754109906664e-12	-9.074157310416272e-13	-4.39446356033322e-12	-8.393507613126124e-12	-1.2588395365312199e-11	-1.6694319203631318e-11
3162.277660168379	5.3434302958244235e-12	-1.111939258556327e-12	-5.499009488244121e-12	-1.0531577652191997e-11	-1.581181295656145e-11	-2.0981001476672403e-11
2818.3829312644493	6.785582350531532e-12	-1.3315046870614198e-12	-6.850457969357736e-12	-1.3183358996702304e-11	-1.9829626337767598e-11	-2.6337438118458045e-11
2511.886431509582	8.676635043823402e-12	-1.5284378976141218e-12	-8.470685337438636e-12	-1.64394824333905e-11	-2.480500074448969e-11	-3.2998110943514696e-11
