# Data for gold - mf - polystyrene  phi = 0.10  D=15nm
#d (nm) Total(Drude)    Total(Plasma)	sum m>0 m=0(Drude)	m=0(Plasma)


2511.886431509582	-9.939482582983384e-12	-3.192477287280758e-11	8.835164352592458e-14	-1.002783422650931e-11	-3.201312451633351e-11
2454.7089156850334	-1.0394830337749856e-11	-3.340997630120424e-11	1.0560115594992106e-13	-1.0500431493699778e-11	-3.3515577457154165e-11
2398.832919019495	-1.0869504905450953e-11	-3.496259473510721e-11	1.257966784549729e-13	-1.0995301583905926e-11	-3.508839141356218e-11
2344.2288153199224	-1.136412784662162e-11	-3.658548422609535e-11	1.4936633631541332e-13	-1.1513494182937033e-11	-3.6734850562410755e-11
2290.867652767775	-1.1879319438120924e-11	-3.8281602589440416e-11	1.7678900865049778e-13	-1.2056108446771421e-11	-3.845839159809091e-11
2238.721138568342	-1.241569641867273e-11	-4.005401184598113e-11	2.08598914339195e-13	-1.2624295333011924e-11	-4.026261076032032e-11
2187.7616239495565	-1.2973869558911996e-11	-4.190588069853127e-11	2.453904833105343e-13	-1.3219260042222531e-11	-4.21512711818418e-11
2137.9620895022326	-1.355444104766786e-11	-4.384048704366337e-11	2.8782352665187054e-13	-1.3842264574319731e-11	-4.412831057031525e-11
2089.2961308540407	-1.41580016848508e-11	-4.58612205187123e-11	3.3662872059276884e-13	-1.449463040544357e-11	-4.619784923930507e-11
2041.7379446695315	-1.4785127869663768e-11	-4.7971585082585894e-11	3.9261342132273954e-13	-1.5177741290986508e-11	-4.8364198503908634e-11
1995.262314968883	-1.5436378371157502e-11	-5.0175201627674126e-11	4.566678295649427e-13	-1.5893046200722442e-11	-5.063186945723907e-11
1949.8445997580454	-1.611229086604253e-11	-5.247581061845074e-11	5.297715262275318e-13	-1.6642062392270063e-11	-5.300558214467827e-11
1905.4607179632483	-1.6813378226562026e-11	-5.4877274750691886e-11	6.130004028260538e-13	-1.742637862938808e-11	-5.549027515351794e-11
1862.0871366628694	-1.7540124538831573e-11	-5.738358162328242e-11	7.075340131478184e-13	-1.8247658551979394e-11	-5.809111563643024e-11
1819.7008586099826	-1.8292980829438318e-11	-5.999884641242863e-11	8.146633754245166e-13	-1.9107644204862836e-11	-6.081350978785315e-11
1778.2794100389228	-1.907236047554861e-11	-6.272731453602988e-11	9.357992573608913e-13	-2.00081597329095e-11	-6.366311379339076e-11
